"The Grey","Action,Adventure,Drama","A crew of Alaskan oil-drillers find themselves in the wilderness after their plane crashes. As the crew tries to make a camp around the wreckage of the plane, they discover that they are being watched. The plane has crashed near a wolf den, causing these creatures to aggressively attack the survivors. As the wolfs follow them, John Ottway (one of these survivors, played by Liam Neeson) starts to see these people as actual people (as opposed to "assholes...men unfit for mankind"). Separated from society, we start to see these characters for who they are instead of what they were made to be by their circumstances. As Ottaway sees his (now) companions picked off one by one, he questions himself, his companions, and the God didn't used to believe in. Fate, Destiny, Family, and Loss are heavy themes in this deep, yet somehow suspenseful film."
"Oblivion","Action,Adventure,Mystery","In 2077, the human Jack Harper works with his companion Victoria "Vic" on the surveillance station Tech 49. Jack repairs drones and his memory was erased as part of the security process to stay on Earth, and he knows that Earth is completely depleted after sixty years of war against the alien invaders Scavengers "Scavs". The aliens have destroyed the moon and were defeated by nuclear weapons and the earthlings have moved to Jupiter's moon Titan since the planet was completely destroyed. Now Jack has to protect the power stations that use the ocean to supply energy to Titan fixing the drones. He also has recollections of a mysterious woman at the Empire State Building when Earth was habitable. Jack and Vic receive instructions from Sally (Melissa Leo), who is located on the space station Tet, and Vic is anxious to leave Earth in two weeks to join the survivors on Titan. However, Jack has a cabin in a secret place where he likes to stay alone. When the spacecraft Odyssey crashes on Earth, Jack witnesses the drones killing the human crew but he rescues a woman, Julia, who is the woman of his recollections. Julia and Jack recover the flight recorder but they are captured by the Scavengers. Soon they learn that the Scavs are actually a group of humans, who tell Jack that the invasion was a lie. Jack does not believe them, and they release Julia and Jack into the radiation zone to find the truth."
"The Lord of the Rings: The Return of the King","Action,Adventure,Fantasy","The War of the Ring reaches its climax as the dark lord Sauron sets his sights on Minas Tirith, the capital of Gondor. The members of the fellowship in Rohan are warned of the impending attack when Pippin cannot resist looking into Saruman's palantir and is briefly contacted by the dark lord. King Theoden is too proud to send his men to help without being asked, so Gandalf and Pippin ride to Minas Tirith to see that this request is sent. They meet opposition there from Denethor, steward of the city and father of Faramir and the late Boromir. Denethor's family has acted as temporary guardians of Gondor for centuries until a member of the true line of kings returns. This member is none other than Aragorn, who must overcome his own self-doubt before he can take on the role he was destined to fulfill. Meanwhile, Frodo and Sam continue to carry the One Ring towards Mordor, guided by Gollum. What they don't know is that Gollum is leading them into a trap so that he can reclaim the Ring for himself. Though Sam suspects his deceit, Frodo is starting to be corrupted by the Ring's power and the mistrust of Sam this causes is fully exploited by Gollum. The only way good can prevail in this contest is if the Ring is destroyed, an event that is becoming harder every minute for Frodo to achieve. The fate of every living creature in Middle Earth will be decided once and for all as the Quest of the Ringbearer reaches its climax."
"Star Wars: Episode III - Revenge of the Sith","Action,Adventure,Fantasy","It is three years after the Clone Wars. The leader of the droid army, General Grievous, has captured Chancellor Palpatine on board his ship, the Invisible Hand. Jedi Master Obi-Wan Kenobi and Jedi Knight Anakin Skywalker must fly through Coruscant safely, and enter the Invisible Hand so that they can rescue the captive Chancellor. Just when Palpatine is about to be released, Count Dooku shows up. Obi-Wan and Anakin both battle it out with him, but Obi-Wan ends up unconscious. Anakin slices off his head and kills him. Anakin carries Obi-Wan, and Palpatine follows him. They meet General Grievous face to face, and Anakin tries to fly the last half of the ship so that they can safely land on Coruscant. Later, Palpatine starts acting strange, constantly manipulating Anakin into believing that the Jedi Council is against him. Eventually, it is found out that he is the Dark Lord of the Sith. Jedi Master Mace Windu fights him, along with three other Jedi that accompany Windu. They all fail. Anakin becomes Darth Vader, believing that he can save Padme from death by becoming evil. After a fierce battle between Obi-Wan and Anakin, Anakin gets fried by the lava at Mustafar. Palpatine takes him to a medical facility, where he gets fake legs and a fake arm attached to him, along with a breath mask, and a helmet. And thus, Darth Vader was born... the Death Star is shown under construction, a weapon of mass destruction that is sure to be used in the future."
"Batman Begins","Action,Adventure,Crime","As a boy a young Bruce Wayne watched in horror as his millionaire parents were slain in front of his eyes, a trauma which led him to become obsessed with revenge but his chance is cruelly taken away from him by fate. After disappearing to the East where he seeks counsel with the dangerous but honorable ninja cult leader known as Ra's Al-Ghul, he returns to his now decaying Gotham City overrun by organized crime and dangerous individuals manipulating the system whilst the company he inherited is slowly being pulled out from under him. The discovery of a cave under his mansion, and a prototype armored suit leads him to take on a new persona, one which will strike fear into the hearts of men who do wrong - he becomes, Batman. In the new guise, and with the help of rising cop Jim Gordon, Batman sets out to take down the various nefarious schemes in motion by individuals such as mafia don Falcone, the twisted doctor/drug dealer Jonathan 'The Scarecrow' Crane, and a mysterious third party that is quite familiar with Wayne and waiting to strike when the time is right."
"Transformers","Action,Adventure,Sci-Fi","A long time ago, far away on the planet of Cybertron, a war is being waged between the noble Autobots (led by the wise Optimus Prime) and the devious Decepticons (commanded by the dreaded Megatron) for control over the Allspark, a mystical talisman that would grant unlimited power to whoever possesses it. The Autobots managed to smuggle the Allspark off the planet, but Megatron blasts off in search of it. He eventually tracks it to the planet of Earth (circa 1850), but his reckless desire for power sends him right into the Arctic Ocean, and the sheer cold forces him into a paralyzed state. His body is later found by Captain Archibald Witwicky, but before going into a comatose state Megatron uses the last of his energy to engrave into the Captain's glasses a map showing the location of the Allspark, and to send a transmission to Cybertron. Megatron is then carried away aboard the Captain's ship. A century later, Captain Witwicky's grandson Sam Witwicky (nicknamed Spike by his friends) buys his first car. To his shock, he discovers it to be Bumblebee, an Autobot in disguise who is to protect Spike, who possesses the Captain's glasses and the map engraved on them. But Bumblebee is not the only Transformer to have arrived on Earth - in the desert of Qatar, the Decepticons Blackout and Scorponok attack a U.S. military base, causing the Pentagon to send their special Sector Seven agents to capture all "specimens of this alien race." Spike and his girlfriend Mikaela find themselves in the midst of a grand battle between the Autobots and the Decepticons, stretching from Hoover Dam all the way to Los Angeles. Meanwhile, deep inside Hoover Dam, the cryogenically stored body of Megatron awakens."
"Iron Man","Action,Adventure,Sci-Fi","The playboy wolf and genius Tony Stark is the successful CIO of the Stark Industries, a weapon company founded by his father. His second in command is Obadiah Stane, who worked with his father, and his loyal and professional secretary is Pepper Potts, who has a crush on Tony. While in Afghanistan to demonstrate the ultimate Jericho missile developed by his company, his military convoy is attacked and Tony is seriously wounded on his chest and kidnapped by a group of rebels that wants him to assemble a missile for their use. Tony stays with his abductors for three months and develops a powerful metallic armor to escape from the cave where he is arrested. He decides to stop manufacturing weapons in his company under the protest of Obadiah, and dedicates his time to improve the armor, manufacturing it with gold and titanium and installing a propulsion system to fly. However, Pepper discovers that Tony was betrayed by Obadiah, who is using Tony's data to build prototype armor for him, transforming it in the ultimate weapon."
"Quantum of Solace","Action,Adventure,Crime","Is there solace in revenge? Bond and "M" sniff a shadowy international network of power and corruption reaping billions. As Bond pursues the agents of an assassination attempt on "M," all roads lead to Dominic Greene, a world-renowned developer of green technology. Greene, a nasty piece of work, is intent on securing a barren area of Bolivia in exchange for assisting a strongman stage a coup there. The CIA looks the other way, and only Bond, with help from a retired spy and from a mysterious beauty, stands in Greene's way. "M" wonders if she can trust Bond, or if vengeance possesses him. Beyond that, can anyone drawn to Bond live to tell the tale?"
"G.I. Joe: The Rise of Cobra","Action,Adventure,Sci-Fi","Two soldiers stationed in Kazahkstan (Captain Duke Hauser and his partner "Ripcord") are ordered to transport special warheads created by MARS, an arms' manufacturer controlled by James McCullen. When they are attacked by thieves (led by Anastasia DeCobray, with whom Duke has history), they are saved by a top secret, international special forces unit known as "G.I. Joe". The leader of G.I. Joe, General Abernathy (or Hawk) is on the trail of the thieves: an evil organization called "Cobra". While Duke and Ripcord train to join the Joes, McCullen ("Destro") is secretly working for Cobra and plotting to recapture his metal-eating "Nanomite" warheads. Duke and Ripcord (with help from Heavy Duty, Snake Eyes, and the rest of the Joes) must prove that they are Real American Heroes -- by stopping the launch of these warheads before Cobra uses them to take over the world."
"Star Trek","Action,Adventure,Sci-Fi","When the Romulan mining ship Narada attacks the Federation starship USS Kelvin, Lieutenant George Kirk substitutes his captain, who is going to meet the Romulan Captain Nero in his vessel to negotiate a ceasefire, in the command of the Kelvin. He orders the evacuation of the damaged starship, including his wife who is in labor while delivering their son James Tiberius Kirk in the hospital shuttlecraft, George Kirk crashes the Kelvin against the Narada. The reckless and troublemaker Kirk grows up and when he meets Captain Christopher Pike in a bar fight, he is invited to join Starfleet. Meanwhile in Vulcan, the outcast Spock grows-up discriminated against for his half-human condition. They meet each other in Starfleet Academy, wherein Spock accuses Kirk of lack of ethics, cheating a test of command. The trial is suspended with the information that Vulcan is under attack, sending Federation starships to Vulcan, including the recently commissioned USS Enterprise. Kirk, who is a stowaway, foresees an alien attack and advises Captain Pike; however, the Enterprise is damaged and when Captain Pike travels to meet Captain Nero, Spock has command and a serious friction with Kirk after the destruction of Vulcan. Kirk is accused of mutiny and stranded on the desert planet Delta Vega. Out of the blue, he is saved from an attack of an alien animal by old Spock who explains to Kirk that Captain Nero blames Spock and the Federation for the destruction of his home planet Romulus by a supernova. Spock explains that he had failed in the creation of a black hole with red matter to consume the supernova and Nero is seeking revenge. Now Kirk has to find a way to save Earth, the next destination of the Narada."
"Up","Animation,Adventure,Comedy","Carl Fredrickson is a little boy and a dreamer who idolizes the adventurer Charles Munts. When he meets Ellie, who also worships Munts, they become close friends. However Charles Munts falls into disgrace, accused of forging the skeleton of the monster of Paradise Falls. He travels in his blimp to South America to bring the monster back alive but is never seen again. Eventually Carl grows up and marries Ellie. They promise each other that they would travel together to Paradise Falls and build a house there. Many years later, Ellie dies and Carl, who's lonely, refuses to move from their house despite the offers of the owner of a construction company. When Carl accidentally hits a worker that damaged his mailbox, he is sentenced to move to a retirement home. However, he uses many balloons to float his house in order to travel to Paradise Falls. Adventure ensues."
"X-Men Origins: Wolverine","Action,Adventure,Sci-Fi","Two mutant brothers, Logan and Victor, born 200 years ago, suffer childhood trauma and have only each other to depend on. Basically, they're fighters and killers, living from war to war through U.S. history. In modern times, a U.S. colonel, Stryker, recruits them and other mutants as commandos. Logan quits and becomes a logger, falling in love with a local teacher. When Logan refuses to rejoin Stryker's crew, the colonel sends the murderous Victor. Logan now wants revenge."
"2012","Action,Adventure,Sci-Fi","Geophysicist Adrian Helmsley officially visits India's Dr. Satnam Tsurutani, his pretty wife, Aparna, and their son. From thence, he is led to the world's deepest copper mine, where he finds evidence that the Earth's crust is heating up faster than expected. He quickly collects evidence, and presents it before the President of the United States. Expecting the news to hit leading media, he is instead stunned when he learns that the powers-that-be have no intention of publicizing this catastrophe, and are intent on saving wealthy families that can shell out a billion Euros per family on four mammoth arks - without realizing that if the Earth is indeed headed for the prophetic self-destruction on 21 December 2012 - how can arks and it's wealthy inhabitants survive?"
"Avatar","Action,Adventure,Fantasy","When his brother is killed in a robbery, paraplegic Marine Jake Sully decides to take his place in a mission on the distant world of Pandora. There he learns of greedy corporate figurehead Parker Selfridge's intentions of driving off the native humanoid "Na'vi" in order to mine for the precious material scattered throughout their rich woodland. In exchange for the spinal surgery that will fix his legs, Jake gathers intel for the cooperating military unit spearheaded by gung-ho Colonel Quaritch, while simultaneously attempting to infiltrate the Na'vi people with the use of an "avatar" identity. While Jake begins to bond with the native tribe and quickly falls in love with the beautiful alien Neytiri, the restless Colonel moves forward with his ruthless extermination tactics, forcing the soldier to take a stand - and fight back in an epic battle for the fate of Pandora."
"How to Train Your Dragon","Animation,Adventure,Comedy","Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world."
"Inception","Action,Adventure,Mystery","Dominic Cobb is the foremost practitioner of the artistic science of extraction - inserting oneself into a subject's dreams to obtain hidden information without the subject knowing - a concept taught to him by his professor father-in-law, Dr. Stephen Miles. Dom's associates are Miles' former students, who Dom requires as he himself has given up being the dream architect for reasons he won't disclose. Dom's primary associate, Arthur, believes it has something to do with Dom's deceased wife, Mal, who often figures prominently and violently in those dreams, or Dom's want to "go home" i.e. get back to his own reality, which includes two young children. Dom's work is generally in corporate espionage. As the subjects don't want the information to get into the wrong hands, the clients have zero tolerance for failure. Dom is also a wanted man as many of his past subjects have learned what Dom has done to them. One of those subjects, Mr. Saito, offers Dom a job he can't refuse: to take the concept one step further into inception, namely planting thoughts into the subject's dreams without them knowing. Inception can fundamentally alter that person as a being. Saito's target is Robert Michael Fischer, the heir to an energy business empire, which has the potential to rule the world if continued on the current trajectory. Beyond the complex logistics of the dream architecture of the case and some unknowns concerning Fischer himself, the biggest obstacles in success for the team become worrying about one aspect of inception which Cobb fails to disclose to the other team members prior to the job, and Cobb's newest associate Ariadne's belief that Cobb's own subconscious, especially as it relates to Mal, may be taking over what happens in the dreams."
"Iron Man 2","Action,Adventure,Sci-Fi","Now that Tony Stark has revealed to the world that he is Iron Man, the entire world is now eager to get their hands on his hot technology - whether it's the United States government, weapons contractors, or someone else. That someone else happens to be Ivan Vanko - the son of now deceased Anton Vanko, Howard Stark's former partner. Stark had Vanko banished to Russia for conspiring to commit treason against the US, and now Ivan wants revenge against Tony - and he's willing to get it at any cost. But after being humiliated in front of the Senate Armed Forces Committee, rival weapons contractor Justin Hammer sees Ivan as the key to upping his status against Stark Enterprises after an attack on the Monaco 500. But an ailing Tony has to figure out a way to save himself, get Vanko, and get Hammer before the government shows up and takes his beloved suits away. And can he figure out what a mysterious figure named Nick Fury wants with him?"
"TRON: Legacy","Action,Adventure,Sci-Fi","In 1989, computer genius Kevin Flynn tells his young son about his adventures in the cyber world of Tron. He talks about the friends he made and his emissary CLU which is a program he made in his likeness. He promises that one day he will take him to the Grid, but Flynn disappears and Sam is devastated. 20 years later, his father's company ENCOM is being operated by the Board who take the company in a different direction as oppose to Flynn's. Sam spends his time moping over his father's disappearance and pulling a prank on the board. One day, Alan Bradley, his father's best friend tells Sam that he got a page from the phone at his father's office at his arcade. Sam wonders why is that so important, Alan tells him because the number's been disconnected for 20 years. Alan still clings to the hope that Flynn is out there and that he didn't walk away from his work and Sam, he gives Sam the keys to the arcade. Sam goes there and finds his father's work station and after entering a few codes finds himself in the Grid. After being mistaken for a program, he finds himself subjected to all sorts of contests but when they discover he is not a program but a user. He is brought to the head man whom Sam thinks is his father but later discovers that it's CLU and he makes Sam take part in a light cycle battle. Sam is saved by a program named Quorra who takes him to his father. That's where he tells Sam that CLU turned on him and was planning to enter their world to "fix" it's imperfections, so to stop him he closed the portal trapping himself there which is why he never came back. Sam wants to go back but Flynn doesn't want to give CLU the chance to carry out his plan, so he chooses not to but Sam defies him."
"Toy Story 3","Animation,Adventure,Comedy","Andy is now seventeen years old and is going to college. His mother presses him to decide the fate of his toys, and Andy decides to leave them in the attic, with the exception of Woody that he intends to bring with him. However Andy's mother donates them by accident to the Sunnyside Daycare. The toys are welcomed by Lotso Bear but sooner they discover that the children mistreat them. Further, they are imprisoned in the daycare by Lotso and his gang. But Woody discovers the intention of the evil bear and returns to the daycare to organize the escape of his friends."
"Pirates of the Caribbean: On Stranger Tides","Action,Adventure,Fantasy","In London, Captain Jack Sparrow escapes from the soldiers that are chasing him and learns that an impostor is recruiting a crew and a vessel using his name. He meets the impersonator and finds that she actually is Angelica, a woman that he had seduced in a convent in Seville. Jack is abducted and when he awakes aboard, the ship is sailing, Angelica tells him that her father, the pirate Blackbeard, is cursed and he needs to find the legendary Ponce de Leon's Fountain of Youth to save his life. They force Jack, who knows the location of the fountain, to guide them. Meanwhile, Barbossa is hired by King George to lead the British crew and dispute against the Spaniards and Blackbeard who arrives first in the fountain. But along their dangerous quest, they need to find first two chalices that belonged to Ponce de Leon and a tear of mermaid."
"X-Men: First Class","Action,Adventure,Sci-Fi","In 1944, in Poland, the boy Erik Lehnsherr unleashes his magnetic power when his mother is sent to a concentration camp. The evil Dr. Sebastian Shaw brings Erik to his office and kills his mother, increasing his abilities through anger. In New York, the wealthy Charles Xavier meets the mutant Raven and invites her to live in his manor. In 1962, the CIA agent Moira MacTaggert discovers the existence of mutants working with Shaw and the invites Professor Xavier to recruit mutants to work for the USA government. Xavier teams up with Raven, Erik and a group of young mutants. Sooner they learn that the evil Shaw has the intention of beginning a nuclear war to destroy the world and increase his power."
"The Amazing Spider-Man","Action,Adventure,Fantasy","Peter Parker (Garfield) is an outcast high schooler who was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben (Sheen) and Aunt May (Field). Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. Peter is also finding his way with his first high school crush, Gwen Stacy (Stone), and together, they struggle with love, commitment, and secrets. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance - leading him directly to Oscorp and the lab of Dr. Curt Connors (Ifans), his father's former partner. As Spider-Man is set on a collision course with Connors' alter-ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
"Battleship","Action,Adventure,Sci-Fi","Based on the classic Hasbro naval combat game, Battleship is the story of an international fleet of ships who come across an alien armada while on Naval war games exercise. An intense battle is fought on sea, land and air. What do the aliens want?"
